name,,full_address,latitude,longitude,city,state,zip_code,phone_number,website,google_maps_url,mailing_address,contact_person,email,Coords,Unnamed: 4,Unnamed: 5,Unnamed: 6,summary
Certified Angus Beef,,"206 Riffel Road, Wooster, Ohio 44691.0",40.8508275,-81.9444502,,,,330-345-2333,,,,,,"40.8508275, -81.94445019999999",,,,"Craving the highest quality Angus beef? Certified Angus Beef, located in Wooster, Ohio, is the original and most trusted Angus beef brand, owned by family farmers and ranchers who raise cattle to exceptional standards. Ideal for discerning home cooks and top chefs alike, they ensure every cut is tender, juicy, and full of flavor, making ordinary meals extraordinary."
Champs Chicken,,"15927 E Main St, Mt Eaton, OH 44659, USA",40.6937168,-81.7017881,Mount Eaton,OH,44659,(330) 359-5888,https://champschicken.com/locations/bellstore-1054-mt-eaton-mount-eaton-oh/,https://maps.google.com/?cid=5107488780536784652,,,,"40.6937168, -81.7017881",,,,"Craving some delicious, down-home fried chicken? Stop by Champs Chicken on E Main St in Mt Eaton for their signature double-breaded chicken, tasty sides, and a family-friendly atmosphere. Perfect for a quick lunch, family meal, or anyone seeking a comforting and satisfying bite."
Champs Chicken,,"216 S Mill St, Dalton, OH 44618, USA",40.7954589,-81.6946571,Dalton,OH,44618,(330) 828-2950,https://champschicken.com/locations/bellstores-dalton-1048-dalton-oh/,https://maps.google.com/?cid=3008043524002889189,,,,"40.7954589, -81.6946571",,,,"Craving delicious, fresh-breaded fried chicken and comforting homestyle sides? Champs Chicken in Dalton offers a satisfying meal perfect for families and anyone looking for a flavorful, quick bite. With crispy, juicy chicken made from a secret blend of seasonings, it's a taste of classic comfort food done right."
Champs Chicken,,"404 S Market St, Wooster, OH 44691, USA",40.7945877,-81.9384566,Wooster,OH,44691,(330) 262-7435,https://champschicken.com/locations/bellstores-south-market-1016-wooster-oh/,https://maps.google.com/?cid=15411653841311975477,,,,"40.7945877, -81.9384566",,,,"Craving delicious, fresh-breaded fried chicken and homestyle sides? Champs Chicken on S Market St in Wooster offers premium comfort food that's perfect for families, individuals seeking a satisfying meal, and anyone looking for quality and flavor. Stop by and experience their crispy, juicy, and tender chicken that brings people together."
Champs Chicken,,"60 E Main St, Apple Creek, OH 44606, USA",40.7485478,-81.8357391,Apple Creek,OH,44606,(330) 778-0008,https://champschicken.com/locations/bellstores-apple-creek-apple-creek-oh/,https://maps.google.com/?cid=6261509347925031972,,,,"40.7485478, -81.8357391",,,,"Craving some delicious, hand-crafted fried chicken? Champs Chicken in Apple Creek serves up crispy, double-breaded perfection alongside your favorite comfort-food sides. Perfect for families, travelers, and anyone seeking a quick and satisfying meal, Champs Chicken is your go-to spot for a taste of classic American comfort food."
Chasers Drive Thru Ltd,,"2557 Cleveland Rd, Wooster, OH 44691, USA",40.8307181,-81.9304067,Wooster,OH,44691,(330) 345-2337,http://chasers-ltd.poi.place/,https://maps.google.com/?cid=8492460405798609293,,,,"40.8307181, -81.9304067",,,,"Craving convenience? Chasers Drive Thru Ltd in Wooster is your go-to spot for alcohol, tobacco, snacks and Ohio Lottery games, all without leaving your car! Known for its quick service and friendly staff, Chasers is a local favorite perfect for those on the go or anyone looking for a fast and easy shopping experience. Stop by and see why customers love the personal touch and exciting surprises at Chasers!"
Cheeky's Twisted Eatz LLC,,"851 Oldman Rd, Wooster, OH 44691",40.83735124,-81.95154703,,,,,,,,,,"40.837351241448204, -81.95154702883572",,,,"Craving a culinary adventure? Cheeky's Twisted Eatz LLC in Wooster, OH, serves up inventive and delicious eats, specializing in tater tots with creative toppings, uniquely filled eggrolls, and doughnut bites. This family-owned food truck offers a fun and flavorful experience perfect for foodies and families alike. Stop by and twist your taste buds with their one-of-a-kind creations!"
Cheese Shoppe,,"7845 Lincoln Way E, Apple Creek, Ohio 44606.0",40.7964819,-81.8326643,,,,330-264-6214,,,,,,"40.7964819, -81.83266429999999",,,,"Step into Cheese Shoppe in Apple Creek, a paradise for cheese lovers with a wide selection of cheeses from around the world, plus deli sandwiches. Ideal for connoisseurs and casual shoppers alike, Cheese Shoppe offers savory charcuterie boards and delectable cheese platters, perfect for your next gathering. Stop by and explore the wonderful world of cheese, where the knowledgeable staff can provide pairing recommendations to enhance your tasting experience."
Cheesecakery Wooster,,"715 Callowhill St, Wooster, OH 44691, USA",40.7952118,-81.9295574,Wooster,OH,44691,(330) 988-7899,http://cheesecakerywooster.com/,https://maps.google.com/?cid=9224581402192741709,,,,"40.7952118, -81.9295574",,,,"Indulge in a slice of heaven at Cheesecakery Wooster, where you'll discover a dazzling array of colorful and luscious handmade cheesecakes. Specializing in gourmet cheesecakes, this Wooster gem offers everything from classic flavors to custom-made creations perfect for birthdays, anniversaries, or a delightful dessert. Ideal for cheesecake aficionados and anyone seeking a sweet escape, Cheesecakery Wooster promises a treat that will leave you craving more."
Cherry Top Cookie Shop LLC,,"Viking Ave, Orrville, OH 44667, USA",40.8543652,-81.7842319,Orrville,OH,44667,(330) 765-9744,http://www.cherrytopcookieshop.com/,https://maps.google.com/?cid=16413891956600742459,,,,"40.8543652, -81.7842319",,,,"Indulge in a delightful experience at Cherry Top Cookie Shop LLC, where freshly baked cookies are crafted with love and attention to detail. This local Orrville gem offers a variety of classic and creative cookie flavors, perfect for satisfying your sweet tooth or finding a thoughtful gift. Stop by Cherry Top Cookie Shop for a heartwarming treat that will brighten your day."
China Garden Restaurant,,"305 Beall Ave, Wooster, OH 44691, USA",40.801705,-81.9340604,Wooster,OH,44691,(330) 601-1988,https://www.zmenu.com/china-garden-wooster-online-menu/,https://maps.google.com/?cid=3480912206128275548,,,,"40.801705, -81.9340604",,,,"Craving authentic Chinese cuisine? China Garden Restaurant in Wooster offers a diverse menu filled with flavorful dishes, from classic favorites to vegan options, all crafted with fresh ingredients. With its inviting atmosphere and friendly service, it's the perfect spot for families, students, and anyone looking for a comforting and affordable meal. Stop by China Garden and experience the rich culinary traditions of China right here in Ohio!"
Chippewa Family Medicine,,"153 Collier Dr, Doylestown, OH 44230, USA",40.9683316,-81.7011219,Doylestown,OH,44230,(330) 658-1550,https://www.chci.com/locations/chippewa-family-medicine.php,https://maps.google.com/?cid=3027710610281072822,,,,"40.9683316, -81.7011219",,,,"Looking for a trusted family doctor in Doylestown, Ohio? Chippewa Family Medicine, located at 153 Collier Dr, offers comprehensive and patient-centered primary care for the whole family, focusing on preventative medicine and chronic illness management. With a team of experienced professionals, including Dr. Douglas Wenger and Krista Jaworski, APRN, they provide a welcoming and caring environment for individuals and families seeking quality healthcare."
Chippewa Rogues Hollow Hist. Soc.,,"17500 Galehouse Rd, Doylestown, OH 44230",40.94128339,-81.67553994,,,,,,,,,,"40.941283385921615, -81.67553993746195",,,,"Discover the captivating history of Chippewa Township at the Chippewa Rogues Hollow Historical Society. Explore exhibits depicting the lives of early pioneers and infamous outlaws, and learn about the area's industrial boom and the village's decline. Ideal for history buffs and curious locals, the society offers a unique glimpse into the past through artifacts, stories, and educational programs."
Chippewa Valley Overlook,,"12441 Coal Bank Rd, Doylestown, OH 44230, USA",40.9518849,-81.698599,Doylestown,OH,44230,,,https://maps.google.com/?cid=6943547407473466459,,,,"40.9518849, -81.698599",,,,"Discover the breathtaking beauty of Chippewa Valley Overlook, a hidden gem offering panoramic views of the scenic Chippewa Valley. Perfect for nature lovers and photographers seeking stunning vistas, this tranquil spot provides a serene escape to appreciate the natural landscape. A must-visit destination for those exploring Doylestown, Ohio!"
Christi's Hideaway,,"2121 Main St, Winesburg, OH 44690",40.61660088,-81.69535494,,,,,,,,,,"40.616600877030734, -81.69535493525719",,,,"Escape to Christi's Hideaway, a charming cabin nestled in the heart of Winesburg, Ohio, perfect for those seeking a peaceful retreat near Amish Country attractions. This cozy hideaway offers modern amenities like Wi-Fi and a kitchenette, coupled with the tranquility of a covered porch and fire pit, making it ideal for couples or solo travelers looking to unwind and explore the local culture. With its convenient location near shops, eateries, and historical sites, Christi's Hideaway promises a memorable and relaxing getaway."
Christmas Run Park,,"Park Ave, Wooster, OH 44691, USA",40.8066111,-81.9452363,Wooster,OH,44691,(330) 263-5207,http://www.woosteroh.com/,https://maps.google.com/?cid=8275576019920518224,,,,"40.8066111, -81.9452363",,,,"Escape to Christmas Run Park, a Wooster gem offering a perfect blend of recreation and natural beauty for the whole family. Enjoy the scenic covered bridge, let the kids explore the Kiwanis Playground, or cool off in the public pool, perfect for families, nature enthusiasts, and anyone seeking a peaceful outdoor retreat. With amenities like tennis, pickleball, and picnic pavilions, it's an ideal spot for a day of fun and relaxation."
Christmas Run Playground,,"47 Park Blvd, Wooster, OH 44691, USA",40.8070302,-81.9466396,Wooster,OH,44691,,,https://maps.google.com/?cid=12540357866018151154,,,,"40.8070302, -81.9466396",,,,"Christmas Run Playground is a fantastic place for families to spend quality time outdoors, offering a blend of natural beauty and recreational activities. With its multiple playgrounds, walking trails, and picnic areas, it's perfect for children and adults seeking relaxation and fun. Whether you're looking to swing, slide, or simply enjoy a peaceful day in a serene environment, Christmas Run Playground is the ideal destination for creating lasting memories."
Church's Rabbistry,,"179 S Main St, Creston, OH 44217, USA",40.9795198,-81.8982895,Creston,OH,44217,(330) 641-1487,http://ww.facebook.com/profile.php?id=100076645076216,https://maps.google.com/?cid=5444532597726668842,,,,"40.9795198, -81.8982895",,,,"Step into Church's Rabbistry, a unique pet store in Creston, Ohio, specializing in all things rabbit! Here, potential bunny owners can find a variety of breeds and essential supplies in an environment tailored to the well-being of these furry companions, making it a perfect stop for rabbit enthusiasts and first-time owners alike. Visit Church's Rabbistry for a focused and reliable source for your rabbit-related needs."
"Cigar Vault, The",,"601 Portage Rd, Wooster, Ohio 44691.0",40.8241858,-81.9320745,,,,330-988-9100,,,,,,"40.8241858, -81.9320745",,,,"Step into The Cigar Vault in Wooster, Ohio, a haven for cigar enthusiasts seeking a relaxing and unique experience. This shop offers a wide selection of premium cigars in a unique setting, featuring a walk-in humidor built inside an old bank vault and a comfortable lounge with leather chairs. Ideal for both seasoned aficionados and those new to the world of cigars, The Cigar Vault provides a welcoming community and a perfect spot to unwind."
Cinemark Wooster Movies 10,,"4108 Burbank Rd, Wooster, OH 44691, USA",40.8485571,-81.948148,Wooster,OH,44691,(330) 345-2610,https://www.cinemark.com/theatres/oh-wooster/cinemark-wooster-movies-10?utm_medium=organic&utm_source=gmb&utm_campaign=local_listing_theater&utm_content=GMB_listing&y_source=1_MTc0OTMxOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://maps.google.com/?cid=16020930776804816095,,,,"40.8485571, -81.948148",,,,"Experience the magic of the movies at Cinemark Wooster Movies 10, your local destination for first-run films and family-friendly entertainment. This cinema offers digital projection and sound, RealD 3D, and convenient self-serve ticketing, making it perfect for movie buffs and casual viewers alike. Enjoy fresh popcorn, comfortable seating, and a wide selection of showtimes for an unforgettable cinematic experience."
City of Wooster Community Center,,"241 S Bever St, Wooster, OH 44691",40.79674033,-81.93657202,,,,,,,,,,"40.79674032836731, -81.93657202192847",,,,"The City of Wooster Community Center is a hub of activity, offering programs and events for all ages, from youth sports to senior activities. With a focus on enriching the lives of community members, the center provides spaces for fitness, games, meetings, and special events. Ideal for families, seniors, and anyone seeking community engagement, it's the perfect place to connect, learn, and stay active."
City of Wooster Pickleball Courts,,"1151 Mechanicsburg Rd., Wooster, Ohio 44691.0",40.8065652,-81.9578181,,,,330-263-5275,,,,,,"40.8065652, -81.9578181",,,,"Looking for a fun and active way to spend your time outdoors? The City of Wooster Pickleball Courts offer a fantastic recreational space for pickleball enthusiasts of all skill levels. These well-maintained courts are perfect for friendly matches and improving your game, attracting both seasoned players and newcomers looking to learn this engaging sport."
"City Square Steak House, The",,"148 S Market St, Wooster, Ohio 44691.0",40.7973712,-81.9394797,,,,330-601-1573,,,,,,"40.7973712, -81.93947969999999",,,,"Experience unmatched sophistication with small-town charm at City Square Steak House, located in Wooster's historic Germania Hall. Recognized as one of the Top 100 Steakhouses in America, they serve juicy Certified Angus Beef steaks, fresh seafood, and vegetarian entrees, alongside craft beers and cocktails. Perfect for a memorable night out, City Square is ideal for those seeking an upscale dining experience with exceptional service and a welcoming atmosphere."
Classic Vacuum,,"2875 Cleveland Rd, Wooster, OH 44691, USA",40.8347749,-81.9289601,Wooster,OH,44691,(330) 345-2111,http://classicvac.com/,https://maps.google.com/?cid=15052060335259275751,,,,"40.8347749, -81.9289601",,,,"For over 40 years, Classic Vacuum has been the go-to Wooster destination for all things cleaning, offering Stark County's largest selection of vacuum cleaners, parts, and expert repair services for most brands, including Dyson, Hoover, and Riccar. Whether you're a homeowner seeking a reliable cleaning solution or a business in need of commercial-grade equipment, Classic Vacuum provides the expertise and inventory to keep your spaces spotless. Stop by and experience their commitment to quality and customer satisfaction."
Clear Creek Park,,"668 Venture Blvd, Wooster, OH 44691, USA",40.8072858,-81.9682039,Wooster,OH,44691,(330) 263-5275,https://www.woosteroh.com/parks,https://maps.google.com/?cid=2561916557892175031,,,,"40.8072858, -81.9682039",,,,"Escape to Clear Creek Park, Wooster's newest nature haven, featuring a 3/4 mile paved walking path that meanders through woods and wetlands. Opened in 2022, this 11-acre park offers a pavilion, restrooms, and a brand new playground, making it an ideal spot for families, nature enthusiasts, and those seeking a peaceful outdoor experience. Enjoy a safe and scenic place for a walk, a shaded picnic, and a breath of fresh air in this community green space."
Cleveland Clinic - Wooster Family Health Center,,"1740 Cleveland Rd, Wooster, OH 44691, USA",40.8206583,-81.9368269,Wooster,OH,44691,(330) 287-4500,https://my.clevelandclinic.org/locations/directions/273-wooster-family-health-center,https://maps.google.com/?cid=12182037039847909399,,,,"40.8206583, -81.9368269",,,,"Seeking comprehensive and patient-centered healthcare? Cleveland Clinic Wooster Family Health Center offers exceptional primary and specialty care for adults and children in a welcoming and modern environment. With a wide range of services from family medicine to cardiology and convenient express care options, they are dedicated to meeting all your healthcare needs. Ideal for families and individuals looking for quality medical care in a supportive community setting."
Cleveland Clinic - Wooster Milltown Specialty and Surgery Center,,"721 E Milltown Rd, Wooster, OH 44691, USA",40.8410391,-81.9327511,Wooster,OH,44691,(330) 287-4500,https://my.clevelandclinic.org/locations/directions/274-wooster-milltown-specialty-and-surgery-center,https://maps.google.com/?cid=14489110044025861212,,,,"40.8410391, -81.9327511",,,,"Discover comprehensive and patient-centered care at Cleveland Clinic's Wooster Milltown Specialty and Surgery Center, located in Wooster, OH. This state-of-the-art facility offers a wide range of specialties and surgical services, from cardiology to orthopedics, ensuring personalized treatment in a comfortable and convenient setting. Ideal for individuals seeking high-quality medical care close to home, the center is committed to providing exceptional service and promoting overall well-being."
Clothing Warehouse Wooster,,"1981 Portage Rd, Wooster, Ohio 44691.0",40.8273418,-81.9116597,,,,419-651-6266,,,,,,"40.8273418, -81.9116597",,,,"Discover incredible savings at Clothing Warehouse Wooster, where you can find name-brand clothing and more for up to 75% off retail prices. This discount store offers a wide variety of items, including apparel for women, men, and children, as well as shoes, accessories, and household goods, making it a perfect destination for bargain hunters and families looking to stretch their budget. Visit today and experience the thrill of finding amazing deals on quality merchandise!"
Cobblestone Hotel & Suites - Orrville,,"1720 N Main St, Orrville, OH 44667, USA",40.8634739,-81.762965,Orrville,OH,44667,(330) 682-1711,http://www.staycobblestone.com/oh/orrville/,https://maps.google.com/?cid=13112649227511935315,,,,"40.8634739, -81.762965",,,,"Experience ""Big City Quality, Small Town Values"" at Cobblestone Hotel & Suites in Orrville, perfect for travelers seeking comfort and convenience. Enjoy amenities like an indoor pool, fitness center, and complimentary breakfast, all while being close to local attractions such as the JM Smucker Company and the Pro Football Hall of Fame. Ideal for business and leisure travelers alike, this hotel offers a relaxing and well-equipped stay in the heart of Orrville."
Cobblestone Hotel & Suites (Diamond Hospitality LLC),,"1720 N Main St, Orrville, Ohio 44667.0",40.8634798,-81.7629959,,,,330-682-1711,,,,,,"40.8634798, -81.76299589999999",,,,"Discover comfort and convenience at Cobblestone Hotel & Suites in Orrville, Ohio, perfect for travelers seeking a relaxing stay with modern amenities. Enjoy well-appointed rooms, complimentary breakfast, and a welcoming atmosphere, ideal for business travelers, families, and those exploring local attractions like the Pro Football Hall of Fame. Experience ""Big City Quality, Small Town Values"" with their on-site fitness center, beer and wine bar, and guest laundry, making it a home away from home."
Cobblestone Hotel and Suites,,"1720 N Main St, Orrville, OH 44667",40.86351112,-81.76309898,,,,,,,,,,"40.86351112112124, -81.76309897697567",,,,"Discover comfort and convenience at Cobblestone Hotel & Suites in Orrville, OH, featuring cozy rooms with complimentary Wi-Fi and a range of amenities including an indoor pool, fitness center, and a beer and wine bar. Ideal for travelers visiting local attractions like the JM Smucker Company or the Pro Football Hall of Fame, this hotel offers a welcoming atmosphere with a complimentary breakfast to start your day right. Enjoy a relaxing and memorable stay with excellent service and a prime location."
Coccia House,,"764 Pittsburgh Ave, Wooster, OH 44691, USA",40.7984014,-81.9284921,Wooster,OH,44691,(330) 262-7136,http://www.cocciahouse.com/,https://maps.google.com/?cid=14786207274881868416,,,,"40.7984014, -81.9284921",,,,"Step back in time and savor the flavors of Italy at Coccia House, a Wooster landmark since 1958, serving up legendary homemade pizzas and Abruzzi-style Italian dishes. Perfect for families and anyone seeking a taste of tradition, Coccia House offers a cozy, welcoming atmosphere where quality, consistency, and friendly service are always on the menu. Experience a slice of Wooster history and create lasting memories at this beloved, family-owned restaurant."
Cohan park,,"341 Miller Blvd, Wooster, OH 44691, USA",40.8265325,-81.9432674,Wooster,OH,44691,,,https://maps.google.com/?cid=1710842410877003736,,,,"40.8265325, -81.9432674",,,,"Nestled in a serene wooded setting, Cohan Park on Miller Blvd in Wooster is a charming 5.2-acre urban oasis perfect for families and outdoor enthusiasts. The park features a community play area, a pavilion with tables and restrooms, and a small creek, offering a tranquil retreat for a leisurely afternoon lunch or invigorating walk. Ideal for those seeking a peaceful escape from city life, Cohan Park provides a refreshing and memorable outdoor experience year-round."
College of Wooster Art Museum,,"1220 Beall Ave., Wooster, Ohio 44691.0",40.8119436,-81.9363038,,,,330-263-2495,,,,,,"40.8119436, -81.93630379999999",,,,"Immerse yourself in the world of art at the College of Wooster Art Museum, where you can explore diverse collections ranging from ancient artifacts to contemporary masterpieces. Located within the Ebert Art Center, the museum showcases national and regional artists, offering a rich cultural experience for students, faculty, and art enthusiasts alike. With rotating exhibitions and a commitment to fostering creativity, the museum is an inspiring destination for anyone seeking artistic enrichment and intellectual stimulation."
"College of Wooster, The",,"1189 Beall Ave., Wooster, Ohio 44691.0",40.8110505,-81.9334532,,,,330-263-2000,,,,,,"40.8110505, -81.9334532",,,,"Discover a world of independent minds at The College of Wooster, a nationally recognized liberal arts college known for mentored undergraduate research. With a diverse, global community and a focus on personalized learning, Wooster empowers students to become leaders and innovators. Ideal for curious, passionate individuals seeking a transformative educational experience, the College of Wooster provides the tools to succeed in an interdependent world."
Comfort Suites,,"965 Dover Rd, Wooster, OH 44691, USA",40.774145,-81.9275226,Wooster,OH,44691,(330) 439-0190,https://www.choicehotels.com/ohio/wooster/comfort-suites-hotels/oh649?mc=llgoxxpx,https://maps.google.com/?cid=15349422965163344712,,,,"40.774145, -81.9275226",,,,"Discover comfort and convenience at Comfort Suites in Wooster, near the University Campus, offering a relaxing retreat with spacious suites and complimentary hot breakfast. Enjoy amenities like an indoor pool, free Wi-Fi, and a fitness center, perfect for families, university visitors, and business travelers alike. With its prime location and exceptional service, Comfort Suites provides a memorable stay in Wooster."
"Comfort Suites, Wooster",,"965 Dover Rd, Wooster, Ohio 44691.0",40.7741622,-81.927473,,,,330-439-0190,,,,,,"40.7741622, -81.92747299999999",,,,"Discover comfort and convenience at Comfort Suites in Wooster, Ohio, perfect for families and travelers seeking a relaxing stay near the University Campus and local attractions. Enjoy spacious suites, free hot breakfast, an indoor pool, and a fitness center, all designed to provide a seamless experience. With its proximity to the Ohio Agricultural Research and Development Center and a wealth of cultural and recreational activities, Comfort Suites is an ideal choice for exploring the area."
Com-Patt-ibles Flowers and Gifts,,"149 N Grant St, Wooster, Ohio 44691.0",40.7987071,-81.9431997,,,,330-264-8654,,,,,,"40.7987071, -81.9431997",,,,"Looking for the perfect floral arrangement or unique gift? Com-Patt-ibles Flowers and Gifts in Wooster, Ohio, has been crafting custom floral designs and offering courteous, professional service for over 30 years. With options ranging from fresh and silk flowers to plants, gifts, and candles, Com-Patt-ibles is ideal for anyone seeking to brighten a loved one's day or find that special something for any occasion."
"Connection Conference & Event Center, The",,"1034 Country Club Dr, Wooster, Ohio 44691.0",40.8179947,-81.9581606,,,,330-264-7964,,,,,,"40.81799470000001, -81.9581606",,,,"The Connection Conference & Event Center in Wooster is the area's premier venue for weddings, conferences, and special events. With state-of-the-art A/V equipment, catering services, and flexible spaces, it's perfect for corporate meetings, elegant receptions, and everything in between. Ideal for event planners and those seeking a seamless event experience, The Connection promises a memorable and stress-free occasion."
Constant Springs Farm Grass Fed Beef,,"1927 Tannerville Rd, Orrville, OH 44667, USA",40.823345,-81.7297908,Orrville,OH,44667,(330) 347-9990,,https://maps.google.com/?cid=968583821048833590,,,,"40.823345, -81.7297908",,,,"Discover the exceptional taste of locally raised, grass-fed beef at Constant Springs Farm, a family farm since 1907. They are committed to regenerative agricultural methods, providing Northeast Ohio with high-quality, nutrient-dense Angus beef that is seasonally grazed and finished. Ideal for health-conscious consumers seeking sustainable and flavorful meat, Constant Springs Farm welcomes farm visits and offers customizable purchase options, ensuring a direct connection to your food source."
Construction and Landscape Laboratory,,"1888 Garrison Cir, Wooster, OH 44691, USA",40.7758703,-81.9233547,Wooster,OH,44691,,,https://maps.google.com/?cid=4054177935148234430,,,,"40.7758703, -81.9233547",,,,"The Construction and Landscape Laboratory at 1888 Garrison Cir in Wooster, OH, serves as a vital educational space for Ohio State ATI's landscape and construction programs, offering climate-controlled space for hands-on learning during colder months. It functions as a teaching tool where students engage in activities like basic wiring, diagnostic testing, and landscape construction projects. This lab is ideal for students and researchers interested in construction management, landscape architecture, and innovative construction techniques."
Contraband Baits,,"145 N Main St, Creston, OH 44217, USA",40.9862459,-81.8931285,Creston,OH,44217,,,https://maps.google.com/?cid=18444534830836973339,,,,"40.9862459, -81.8931285",,,,"Discover the secret weapon for panfish at Contraband Baits, located in Creston, OH! This specialty bait shop offers custom-made ice fishing soft plastics and jigs designed to attract even the most finicky panfish, making it a haven for serious anglers looking for a competitive edge. Whether you're a seasoned ice fisherman or a weekend warrior, Contraband Baits provides the quality and innovation you need to reel in your next trophy."
Cookie Snob,,"201 E Liberty St Suit 101, Wooster, OH 44691, USA",40.7983029,-81.9381727,Wooster,OH,44691,(330) 749-4461,https://cookiesnob.store/,https://maps.google.com/?cid=9855421250317787588,,,,"40.7983029, -81.9381727",,,,"Cookie Snob, located in Wooster, OH, is your go-to spot for handcrafted gourmet cookies that redefine the sweet moments in life. With a passion for perfection, they meticulously select the finest ingredients, ensuring each bite is a burst of flavor and freshness, making it perfect for anyone seeking a delightful indulgence or a unique gift. Stop by and experience the symphony of flavor and texture that makes Cookie Snob a true community hub for cookie lovers."
Country Gourmet Foods,,"53 Co Rd 500, Homerville, OH 44235, USA",40.9913785,-82.1399219,Homerville,OH,44235,,https://www.countrygourmetfoods.com/,https://maps.google.com/?cid=5699272842543244983,,,,"40.9913785, -82.1399219",,,,"Discover unique and delicious finds at Country Gourmet Foods, an Ohio gem specializing in locally grown organic grains and other gourmet products. Perfect for foodies and health-conscious consumers, they offer a variety of options at fair prices, supporting both farmers and customers. Visit them in Homerville to experience the taste of quality and community."
Country Health Store ,," 8129 OH-241, Millersburg, OH 44654",40.62478607,-81.78434961,,,,330-674-2202,,,,,,"40.62478606767493, -81.78434960851328",,,,"Discover a wide variety of bulk foods and more at Country Health Store, an Amish bulk food store. Located in the heart of Millersburg, Ohio, this unique store offers a wide selection of health foods and supplements. Perfect for health-conscious individuals and those exploring Amish Country, this store provides a glimpse into traditional Amish goods and values."
Country Salvage ,,"9420 Kidron Rd, Apple Creek, OH 44606",40.68458197,-81.74548472,,,,,,,,,,"40.68458197267518, -81.74548472420295",,,,"Discover amazing deals at Country Salvage, your go-to discount grocery store in Apple Creek, Ohio! Offering bent-n-dent groceries, cleaning supplies, and pet food, this no-frills, Amish-owned store is perfect for bargain hunters and savvy shoppers looking to save. Experience a unique shopping trip with gas lamps and skylights while finding hidden treasures at unbeatable prices."
Country Style Ice Cream,,"6513 Harrison Rd., Fredericksburg, Ohio 44627.0",40.6865627,-81.8528937,,,,330-695-2477,,,,,,"40.6865627, -81.8528937",,,,"Step back in time and treat yourself at Country Style Ice Cream, a charming old-fashioned ice cream parlor. Indulge in a wide array of delicious ice cream flavors, from classic vanilla to unique sorbets, as well as affordable lunch options like their must-try Coney Dogs. Perfect for families and anyone seeking a sweet escape, Country Style Ice Cream offers a friendly atmosphere and a delightful culinary adventure."
Country Woodcraft ,,"8549 Fredericksburg Rd, Fredericksburg, OH 44627",40.69414951,-81.88215053,,,,,,,,,,"40.69414951293888, -81.88215052851977",,,,"Discover handcrafted treasures at Country Woodcraft, located at 8549 Fredericksburg Rd in Fredericksburg, OH, where quality and innovation come together. Specializing in unique, high-quality wood accessories, especially jewelry mirrors, crafted with attention to detail by skilled artisans, this family-owned business offers a diverse range of customizable home decor. Ideal for those seeking distinctive, locally made pieces, Country Woodcraft combines quality craftsmanship with eco-friendly practices, ensuring every item adds charm and functionality to your home."
County Line Historical Society,,"PO Box 614, Shreve, OH 44676, USA",40.683128,-82.0224591,Shreve,OH,44676,(330) 567-2501,http://countylinehistorical.com/,https://maps.google.com/?cid=16477843776433285092,,,,"40.683128, -82.0224591",,,,"Step back in time at the County Line Historical Society in Shreve, Ohio, where you can explore the rich heritage of Wayne and Holmes Counties. The society preserves historical and genealogical materials with permanent and featured collections, perfect for history enthusiasts and researchers. Visit the museum to discover local stories and artifacts that bring the past to life."
County Line Historical Society,,"281 North Market Street, Shreve, Ohio",40.68313428,-82.02244428,,,,,,,,,,"40.68313427955937, -82.02244427526887",,,,"Step back in time at the County Line Historical Society, located at 281 North Market Street in Shreve, Ohio, where the rich heritage of Wayne, Holmes, and Ashland counties comes alive. Perfect for history buffs and genealogy enthusiasts, the society preserves historical and genealogical materials with both permanent exhibits and feature collections, offering a glimpse into the past communities of the area. Visit on the second Saturday of each month to explore the museum, or arrange a special viewing to delve into local history and appreciate the heritage of this vibrant region."
County Line Surplus,,"OH-301, West Salem, OH 44287, USA",40.9966044,-82.112073,West Salem,OH,44287,,,https://maps.google.com/?cid=13227394835079508108,,,,"40.9966044, -82.112073",,,,"Discover incredible deals at County Line Surplus in West Salem! This popular destination offers a wide variety of surplus items, from tools and hardware to outdoor gear and more, all at discounted prices. Perfect for bargain hunters, DIY enthusiasts, and anyone looking for unique finds, County Line Surplus provides a treasure trove of unexpected goods and savings."
County Line Trail,,"County Line Trail, Rittman, OH 44270, USA",40.9718779,-81.7769175,Rittman,OH,44270,,,https://maps.google.com/?cid=12912253445446168685,,,,"40.9718779, -81.7769175",,,,"Explore the scenic County Line Trail in Rittman, Ohio, a revitalized path on the former Erie Lackawanna Railroad perfect for casual bikers, walkers, and nature enthusiasts. This smooth, mostly flat trail offers pleasant countryside views and interesting historical markers, including a refurbished Baltimore & Ohio freight station. Ideal for families and solo adventurers alike, the County Line Trail provides a serene escape with a touch of local history."
"Coxon House Inn, The",,"702 N Bever St, Wooster, Ohio 44691.0",40.80654,-81.938655,,,,330-465-5373,,,,,,"40.80654, -81.93865500000001",,,,"Step back in time and experience the charm of the Coxon House Inn, a beautifully preserved historic home at 702 N Bever St in Wooster. Ideal for weekend getaways or remote work, guests will enjoy cozy, fully-furnished apartments with modern amenities, all within walking distance of downtown Wooster and the College of Wooster. Discover a peaceful retreat with original woodwork and hardwood floors, perfect for history enthusiasts and those seeking a unique and inviting stay in Ohio's heartland."
