name,category,full_address,latitude,longitude,city,state,zip_code,phone_number,website,google_maps_url,mailing_address,contact_person,email
Marathon Gas,gas_station,"1046 Apple Creek Rd, Wooster, OH 44691, USA",40.8122972,-81.84489099999999,Wooster,OH,44691,(330) 263-1929,,https://maps.google.com/?cid=3413566801142943635,,,
Marathon Gas,gas_station,"1337 Blachleyville Rd, Wooster, OH 44691, USA",40.7806326,-81.9672021,Wooster,OH,44691,(330) 264-9681,https://www.marathonbrand.com/Stations/Station_Locator/,https://maps.google.com/?cid=1641926304367904318,,,
Marathon Gas,gas_station,"3540 Burbank Rd, Wooster, OH 44691, USA",40.8429105,-81.9431286,Wooster,OH,44691,(330) 833-8555,,https://maps.google.com/?cid=13053901667310648197,,,
Marathon Gas,gas_station,"2240 S Columbus Rd, Wooster, OH 44691, USA",40.7708271,-81.9730754,Wooster,OH,44691,(330) 264-9083,,https://maps.google.com/?cid=10625958470217236277,,,
Speedway,gas_station,"1970 Cleveland Rd, Wooster, OH 44691, USA",40.8242589,-81.9340821,Wooster,OH,44691,(330) 262-6741,https://www.speedway.com/locations/OH/Wooster/1970-Cleveland-Road?utm_source=G&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=4591968944958792117,,,
Speedway,gas_station,"110 S Bever St, Wooster, OH 44691, USA",40.7984198,-81.9364957,Wooster,OH,44691,(330) 262-0176,https://www.speedway.com/locations/OH/Wooster/110-South-Bever-Street?utm_source=G&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=7131739129760173569,,,
BP,gas_station,"3013 Lincoln Way E, Wooster, OH 44691, USA",40.7954489,-81.9049807,Wooster,OH,44691,(330) 262-2567,https://www.bp.com/en_us/bp-us.html,https://maps.google.com/?cid=10439001685859265206,,,
Marathon,gas_station,"3013 Lincoln Way E, Wooster, OH 44691, USA",40.795458,-81.904979,Wooster,OH,44691,(330) 262-2567,,https://maps.google.com/?cid=7745978758440021013,,,
Marathon Gas,gas_station,"1530 Beall Ave, Wooster, OH 44691, USA",40.8160848,-81.9345285,Wooster,OH,44691,(330) 263-2800,https://www.marathonbrand.com/Stations/Station_Locator/,https://maps.google.com/?cid=8442254900668295279,,,
Marathon Gas,gas_station,"132 W Milltown Rd, Wooster, OH 44691, USA",40.8428628,-81.9411595,Wooster,OH,44691,(330) 345-0050,,https://maps.google.com/?cid=14062993210592781046,,,
Mobil,gas_station,"1058 W Old Lincoln Way, Wooster, OH 44691, USA",40.79903849999999,-81.9546258,Wooster,OH,44691,(330) 262-2893,https://www.exxon.com/en/find-station/mobil-wooster-oh-redroverwoostermobil-200323769?utm_medium=referral&utm_source=yxt-google&utm_campaign=us_fue_ret_xom_yxt,https://maps.google.com/?cid=3189248695395029612,,,
BellStores,gas_station,"2424 Akron Rd, Wooster, OH 44691, USA",40.8288123,-81.909044,Wooster,OH,44691,(330) 262-4441,https://bellstores.com/,https://maps.google.com/?cid=6348793513220695304,,,
bp,gas_station,"825 Dover Rd, Wooster, OH 44691, USA",40.7761915,-81.9290463,Wooster,OH,44691,(330) 262-5900,https://map.bp.com/en-US/US/gas-station/wooster/bp/03655201098254469100100000000000,https://maps.google.com/?cid=6620026037702850932,,,
Buehler's Gas Station,gas_station,"3540 Burbank Rd, Wooster, OH 44691, USA",40.8429003,-81.9432119,Wooster,OH,44691,,,https://maps.google.com/?cid=7204440319178072697,,,
Marathon Gas,gas_station,"404 S Market St, Wooster, OH 44691, USA",40.79451559999999,-81.9386845,Wooster,OH,44691,(330) 262-7435,https://www.marathonbrand.com/Stations/Station_Locator/,https://maps.google.com/?cid=12177315305581355720,,,
Minit Mart,gas_station,"825 Dover Rd, Wooster, OH 44691, USA",40.7763335,-81.9295681,Wooster,OH,44691,(330) 262-5900,http://www.minitmart.com/,https://maps.google.com/?cid=18279032644950671856,,,
Red Rover Gas Station,gas_station,"1055 W Old Lincoln Way, Wooster, OH 44691, USA",40.79949129999999,-81.954611,Wooster,OH,44691,(330) 262-6502,https://www.santmyer.com/red-rover-stations/commercial-fuel-management/,https://maps.google.com/?cid=8335350186891235825,,,
BellStores,gas_station,"2240 Old Columbus Rd, Wooster, OH 44691, USA",40.7706666,-81.9732239,Wooster,OH,44691,(330) 264-9083,http://www.bellstores.com/,https://maps.google.com/?cid=15538921403752555644,,,
BellStores,gas_station,"5 W Buckeye St, West Salem, OH 44287, USA",40.9725369,-82.1099516,West Salem,OH,44287,(419) 853-4672,http://bellstores.com/,https://maps.google.com/?cid=10715652510616652745,,,
BellStores,gas_station,"901 N Main St, Orrville, OH 44667, USA",40.8479801,-81.76418869999999,Orrville,OH,44667,(330) 682-1022,https://bellstores.com/,https://maps.google.com/?cid=7727371617680485115,,,
Marathon,gas_station,"60 E Main St, Apple Creek, OH 44606, USA",40.7486395,-81.83576240000001,Apple Creek,OH,44606,(330) 778-0002,,https://maps.google.com/?cid=11156394880541143256,,,
BellStores,gas_station,"132 W Milltown Rd, Wooster, OH 44691, USA",40.8428115,-81.9408708,Wooster,OH,44691,(330) 345-0050,http://www.bellstores.com/,https://maps.google.com/?cid=7442286898746298014,,,
Meijer Express Gas Station,gas_station,"4905 Burbank Rd, Wooster, OH 44691, USA",40.85998499999999,-81.951967,Wooster,OH,44691,(330) 913-3855,https://www.meijer.com/shopping/store-locator/330.html?cmpid=LM:Web::::05112021::GoogleGasStation,https://maps.google.com/?cid=1170532069989269578,,,
Sunoco,gas_station,"304 S Main St, Orrville, OH 44667, USA",40.8382188,-81.7641539,Orrville,OH,44667,(330) 682-0210,https://www.sunoco.com/locations/store/304-s-main-street-orrville-oh-8002432401,https://maps.google.com/?cid=10585452864526981925,,,
Marathon Gas,gas_station,"220 S Columbus Rd, Wooster, OH 44691, USA",40.7956292,-81.9468752,Wooster,OH,44691,(330) 262-2406,,https://maps.google.com/?cid=2621295663550246227,,,
Bellstores,gas_station,"220 S Columbus Rd, Wooster, OH 44691, USA",40.7956555,-81.94705069999999,Wooster,OH,44691,(330) 262-2406,https://bellstores.com/,https://maps.google.com/?cid=883199711600367458,,,
Marathon Gas,gas_station,"175 E Ohio Ave, Rittman, OH 44270, USA",40.9734018,-81.7753074,Rittman,OH,44270,(330) 485-4220,http://mymarathonstation.com/StoreHome/82263,https://maps.google.com/?cid=9312778391565796150,,,
bp,gas_station,"18575 Edwards Rd, Doylestown, OH 44230, USA",40.9599178,-81.6585518,Doylestown,OH,44230,(330) 658-3010,https://map.bp.com/en-US/US/gas-station/doylestown/bp/57854181785754423000100000000000,https://maps.google.com/?cid=13409542558739064018,,,
Circle K,gas_station,"2349 Akron Rd, Wooster, OH 44691, USA",40.827869,-81.908486,Wooster,OH,44691,(330) 262-0924,https://www.circlek.com/store-locator/US/wooster/2349-akron-rd/4705440?utm_source=google&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=17126100055152344284,,,
BellStores,gas_station,"1337 Blachleyville Rd, Wooster, OH 44691, USA",40.7807116,-81.9670125,Wooster,OH,44691,(330) 264-9681,http://www.bellstores.com/,https://maps.google.com/?cid=6075435170849846673,,,
BellStores,gas_station,"404 S Market St, Wooster, OH 44691, USA",40.7945651,-81.938482,Wooster,OH,44691,(330) 262-7435,https://bellstores.com/,https://maps.google.com/?cid=13004239805594853098,,,
bp,gas_station,"265 W Main St, Smithville, OH 44677, USA",40.862253,-81.86142699999999,Smithville,OH,44677,(330) 669-3390,https://map.bp.com/en-US/US/gas-station/smithville/bp/71921736632654467700100000000000,https://maps.google.com/?cid=1241553938542371035,,,
BellStores,gas_station,"1530 Beall Ave, Wooster, OH 44691, USA",40.8160706,-81.93452239999999,Wooster,OH,44691,(330) 263-2800,http://www.bellstores.com/,https://maps.google.com/?cid=2516820923483870280,,,
Circle K,gas_station,"134 S Main St, Creston, OH 44217, USA",40.98247500000001,-81.89660599999999,Creston,OH,44217,(330) 435-4584,https://www.circlek.com/store-locator/US/creston/134-s-main-st/4705441?utm_source=google&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=8648447301313872233,,,
Marathon Gas,gas_station,"1422 W High St, Orrville, OH 44667, USA",40.8440386,-81.78096959999999,Orrville,OH,44667,(330) 683-3035,https://www.marathonbrand.com/Stations/Station_Locator/,https://maps.google.com/?cid=12119896393176327800,,,
Marathon Gas,gas_station,"425 W High St, Orrville, OH 44667, USA",40.8438473,-81.76922549999999,Orrville,OH,44667,(330) 684-1606,,https://maps.google.com/?cid=3744853790704207347,,,
BellStores,gas_station,"1046 Apple Creek Rd, Wooster, OH 44691, USA",40.8122972,-81.84489099999999,Wooster,OH,44691,(330) 263-1929,http://bellstores.com/,https://maps.google.com/?cid=11738412384318606153,,,
Circle K,gas_station,"10302 Akron Rd, Rittman, OH 44270, USA",40.925224,-81.764938,Rittman,OH,44270,(330) 855-1100,https://www.circlek.com/store-locator/US/rittman/10302-akron-rd/4705587?utm_source=google&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=1397624109241637912,,,
Ports Petroleum,gas_station,"1337 Blachleyville Rd, Wooster, OH 44691, USA",40.7801826,-81.9669155,Wooster,OH,44691,(800) 562-0373,https://portspetroleum.com/,https://maps.google.com/?cid=1240428639825851297,,,
Marathon Gas,gas_station,"216 S Mill St, Dalton, OH 44618, USA",40.7954551,-81.6946524,Dalton,OH,44618,(866) 462-7284,https://www.marathonfuel.com/home,https://maps.google.com/?cid=17384048266145446139,,,
"Santmyer Companies, Inc.",gas_station,"3000 Old Airport Rd, Wooster, OH 44691, USA",40.8342402,-81.9085176,Wooster,OH,44691,(330) 262-6502,https://www.santmyer.com/,https://maps.google.com/?cid=12758085376321795349,,,
"Santmyer Energy, Inc.",gas_station,"1055 W Old Lincoln Way, Wooster, OH 44691, USA",40.7997675,-81.9550153,Wooster,OH,44691,(330) 262-6501,https://www.santmyer.com/,https://maps.google.com/?cid=8113134061321091807,,,
Red Rover Commercial Fueling,gas_station,"2990 Old Airport Rd, Wooster, OH 44691, USA",40.8330308,-81.9070411,Wooster,OH,44691,(330) 262-2334,http://www.santmyer.com/,https://maps.google.com/?cid=3917396201332773891,,,
bp,gas_station,"228 S Main St, Creston, OH 44217, USA",40.9747928,-81.8996954,Creston,OH,44217,(330) 435-4133,https://map.bp.com/en-US/US/gas-station/creston/bp/64496101522284421700100000000000,https://maps.google.com/?cid=8113947931511980309,,,
Sandy Supply Co,gas_station,"636 Kemrow St, Wooster, OH 44691, USA",40.79508060000001,-81.95054069999999,Wooster,OH,44691,(330) 262-1730,,https://maps.google.com/?cid=17161480001869830647,,,
Circle K,gas_station,"3899 Eastern Rd, Norton, OH 44203, USA",40.9890771,-81.66448729999999,Norton,OH,44203,(330) 658-0008,https://www.circlek.com/store-locator/US/norton/3899-eastern-rd/4705628?utm_source=google&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=1381015889584646073,,,
Marathon Gas,gas_station,"10302 Akron Rd, Rittman, OH 44270, USA",40.92497769999999,-81.76489339999999,Rittman,OH,44270,(330) 855-1100,,https://maps.google.com/?cid=80475498365359435,,,
Cramer Oil Inc,gas_station,"530 Palmer St, Wooster, OH 44691, USA",40.803476,-81.924984,Wooster,OH,44691,(330) 262-9846,http://crameroil.com/,https://maps.google.com/?cid=494756497045204442,,,
Morris Oil Co LLC,gas_station,"1003 Spruce St, Wooster, OH 44691, USA",40.7878238,-81.9420257,Wooster,OH,44691,(330) 262-6916,,https://maps.google.com/?cid=7276685332688501754,,,
Marathon Gas,gas_station,"188 N, 188 Portage St, Doylestown, OH 44230, USA",40.9710617,-81.69546729999999,Doylestown,OH,44230,(330) 658-1482,https://www.marathonbrand.com/Stations/Station_Locator/,https://maps.google.com/?cid=8670952027929254867,,,
BellStores,gas_station,"208 S Mill St, Dalton, OH 44618, USA",40.7956809,-81.69317219999999,Dalton,OH,44618,(330) 828-8630,https://bellstores.com/,https://maps.google.com/?cid=10434538801686516092,,,
Love's Travel Stop,gas_station,"10145 Avon Lake Rd, Burbank, OH 44214, USA",40.99638889999999,-81.9952778,Burbank,OH,44214,(330) 624-1000,https://www.loves.com/locations/332,https://maps.google.com/?cid=5187275779403654542,,,
Kwik Fill,gas_station,"195 N Main St, Rittman, OH 44270, USA",40.9780944,-81.78187539999999,Rittman,OH,44270,(330) 925-5400,https://www.kwikfill.com/,https://maps.google.com/?cid=17130770493827158135,,,
Enbridge Gas,gas_station,"1049 Heyl Rd, Wooster, OH 44691, USA",40.7854178,-81.9611996,Wooster,OH,44691,(800) 362-7557,https://www.enbridgegas.com/ohio,https://maps.google.com/?cid=7363067683134703663,,,
bp,gas_station,"209 Beall Ave, Wooster, OH 44691, USA",40.8005383,-81.9341756,Wooster,OH,44691,(330) 264-3322,https://map.bp.com/en-US/US/gas-station/wooster/bp/129235,https://maps.google.com/?cid=11991527333287775541,,,
Red Rover,gas_station,"2990 Old Airport Rd, Wooster, OH 44691, USA",40.8330595,-81.9069717,Wooster,OH,44691,(844) 875-3811,http://www.santmyeroil.com/,https://maps.google.com/?cid=2726506261243114608,,,
BellStores,gas_station,"15927 E Main St, Mt Eaton, OH 44659, USA",40.6939275,-81.70171320000001,Mount Eaton,OH,44659,(330) 359-5888,http://www.bellstores.com/,https://maps.google.com/?cid=15136247801176336957,,,
Circle K,gas_station,"1710 Wooster Rd W, Barberton, OH 44203, USA",41.00112290000001,-81.6483113,Barberton,OH,44203,(330) 825-7654,https://www.circlek.com/store-locator/us/barberton/1710-wooster-rd/m5609,https://maps.google.com/?cid=15843357465231399448,,,
bp,gas_station,"10134 Avon Lake Rd, Burbank, OH 44214, USA",40.996193,-81.99682899999999,Burbank,OH,44214,(330) 624-0036,https://map.bp.com/en-US/US/gas-station/burbank/bp/32720847531344421400100000000000,https://maps.google.com/?cid=8385469584814960550,,,
Ramseyer Farms,farm,"4000 Ramseyer Ln, Wooster, OH 44691, USA",40.84404409999999,-81.89049039999999,Wooster,OH,44691,(330) 264-0264,http://www.ramseyerfarms.com/,https://maps.google.com/?cid=7238219407041144296,,,
Quailcrest Farm,farm,"2810 Armstrong Rd, Wooster, OH 44691, USA",40.89773789999999,-81.991655,Wooster,OH,44691,(330) 345-6722,http://www.quailcrest.com/,https://maps.google.com/?cid=4830233977337929379,,,
Maurer Farms,farm,"2901 Batdorf Rd, Wooster, OH 44691, USA",40.7624386,-81.96346679999999,Wooster,OH,44691,(330) 264-2285,https://www.maurersberriesvegs.com/,https://maps.google.com/?cid=5033877195298786865,,,
Moreland fruit farm,farm,"1558 W Moreland Rd, Wooster, OH 44691, USA",40.7117193,-81.96860989999999,Wooster,OH,44691,(330) 264-8735,,https://maps.google.com/?cid=6758380366975901321,,,
DB Farms,farm,"2589 S Columbus Rd, Wooster, OH 44691, USA",40.76706529999999,-81.98004999999999,Wooster,OH,44691,(330) 347-6033,http://www.db-farms.com/,https://maps.google.com/?cid=804489360456025017,,,
"Carmony Stock Farms, Inc.",farm,"3987 Back Orrville Rd, Wooster, OH 44691, USA",40.82484999999999,-81.8894119,Wooster,OH,44691,(330) 317-2565,http://www.carmonystockfarms.com/,https://maps.google.com/?cid=3792563340744982592,,,
Schott Farms,farm,"3381 Lincoln Way E, Wooster, OH 44691, USA",40.79542780000001,-81.89962969999999,Wooster,OH,44691,(330) 201-4771,,https://maps.google.com/?cid=7937205964564148155,,,
Autumn Harvest Farm,farm,"5109 Rice Hill Rd, Wooster, OH 44691, USA",40.863019,-82.0288049,Wooster,OH,44691,(330) 264-8708,,https://maps.google.com/?cid=17568573839650684998,,,
Elm Run Farms,farm,"16808 Burkhart Rd, Orrville, OH 44667, USA",40.83963279999999,-81.6850813,Orrville,OH,44667,(330) 317-7283,http://www.elmrunfarms.com/,https://maps.google.com/?cid=14050485649334474734,,,
Green Vista Farm LLC,farm,"8200 Lattasburg Rd, Wooster, OH 44691, USA",40.862073,-82.07945699999999,Wooster,OH,44691,(330) 464-4358,http://www.greenvistafarm.com/,https://maps.google.com/?cid=14654963905278439442,,,
Central Farm & Garden Inc,farm,"380 N Smyser Rd, Wooster, OH 44691, USA",40.8062469,-82.0149284,Wooster,OH,44691,(330) 264-0282,https://www.centralfarm.com/,https://maps.google.com/?cid=14059516810345787348,,,
Harmony Farms,farm,"5294 Kidron Rd, Kidron, OH 44636, USA",40.735595,-81.74497210000001,Kidron,OH,44636,(330) 465-9915,,https://maps.google.com/?cid=17340981013014395810,,,
Wholesome Valley Farm,farm,"927 US-62, Wilmot, OH 44689, USA",40.6557756,-81.6519557,Wilmot,OH,44689,(330) 359-2129,http://wholesomevalleyfarms.com/,https://maps.google.com/?cid=15818584330779641161,,,
Nickajack Farms,farm,"2955 Manchester Ave NW, North Lawrence, OH 44666, USA",40.82707970000001,-81.60661340000001,North Lawrence,OH,44666,(330) 323-9714,http://www.nickajackfarms.com/,https://maps.google.com/?cid=13823095076244906933,,,
Constant Springs Farm Grass Fed Beef,farm,"1927 Tannerville Rd, Orrville, OH 44667, USA",40.823345,-81.72979079999999,Orrville,OH,44667,(330) 347-9990,,https://maps.google.com/?cid=968583821048833590,,,
Bauman Orchards Inc,farm,"161 Rittman Ave, Rittman, OH 44270, USA",40.9711111,-81.7986111,Rittman,OH,44270,(330) 925-6861,http://www.baumanorchards.com/,https://maps.google.com/?cid=11383231141955820698,,,
Stoney Creek Farm,farm,"14826 Stratton Rd, West Salem, OH 44287, USA",40.9807369,-82.0543055,West Salem,OH,44287,(330) 461-1178,http://www.facebook.com/StoneyCreekWestSalem,https://maps.google.com/?cid=2464012357494564836,,,
Winkler Farms LLC,farm,"13344 Kauffman Ave, Sterling, OH 44276, USA",40.9617117,-81.84455559999999,Sterling,OH,44276,(330) 939-4574,,https://maps.google.com/?cid=14563559168904628334,,,
R C Farms,farm,"5755 Kidron Rd, Apple Creek, OH 44606, USA",40.73000069999999,-81.745409,Apple Creek,OH,44606,(330) 857-2506,,https://maps.google.com/?cid=8114998084170237953,,,
Four Winds Farm,farm,"5709 Honeytown Rd, Smithville, OH 44677, USA",40.8691316,-81.87801910000002,Smithville,OH,44677,(330) 464-9035,,https://maps.google.com/?cid=9130173869183250678,,,
Cowmooch Dairy,farm,"4594 Back Orrville Rd, Wooster, OH 44691, USA",40.832199,-81.88085799999999,Wooster,OH,44691,,,https://maps.google.com/?cid=10456006466790784316,,,
West View Pawpaw Farm,farm,"2610 S Columbus Rd, Wooster, OH 44691, USA",40.7658494,-81.9799541,Wooster,OH,44691,(330) 262-8165,https://westviewpawpawfarm.com/,https://maps.google.com/?cid=10688377976745687951,,,
Rittman Orchards,farm,"13548 Mt Eaton Rd N, Doylestown, OH 44230, USA",40.96474999999999,-81.7391171,Doylestown,OH,44230,(330) 925-4152,https://rittmanorchards.com/,https://maps.google.com/?cid=6493919454022547709,,,
Stoller Farm,farm,"10451 Eby Rd, Sterling, OH 44276, USA",40.9273529,-81.854704,Sterling,OH,44276,(330) 939-3971,,https://maps.google.com/?cid=9247385760161733595,,,
Twinsberry Tree Farm,farm,"8916 Jefferson Rd, Shreve, OH 44676, USA",40.6909179,-82.0235112,Shreve,OH,44676,(330) 567-3902,https://twinsberrytreefarm.com/,https://maps.google.com/?cid=10195187818047940934,,,
"JoyfulLee Farms, LLC",farm,"13032 S Portage St, Doylestown, OH 44230, USA",40.9595735,-81.7217106,Doylestown,OH,44230,(330) 322-7721,http://www.joyfulleefarms.com/contact.aspx,https://maps.google.com/?cid=7317855187599196779,,,
"Harvest Hills Dairy Goat Farm, LLC",farm,"5834 Ely Rd, Wooster, OH 44691, USA",40.7808778,-81.864288,Wooster,OH,44691,(330) 234-1980,https://www.harvesthillsfarm.com/contact,https://maps.google.com/?cid=16187102033107427560,,,
Hobby Horse Farm,farm,"811 W Hutton Rd, Wooster, OH 44691, USA",40.8840964,-81.9596749,Wooster,OH,44691,(216) 780-0696,https://www.hobbyhorsefarm.com/,https://maps.google.com/?cid=16532877917481100990,,,
Witmer Farms,farm,"13619 Rehm Rd, Orrville, OH 44667, USA",40.853279,-81.739662,Orrville,OH,44667,(330) 683-1106,,https://maps.google.com/?cid=16121478209179978889,,,
BlueLoon Farm,farm,"13085 Elyria Rd, West Salem, OH 44287, USA",40.9580569,-82.1095832,West Salem,OH,44287,(330) 235-3953,http://www.blueloonfarm.com/,https://maps.google.com/?cid=15880500823513151979,,,
Pine Tree Barn,farm,"4374 Shreve Rd, Wooster, OH 44691, USA",40.7448981,-81.98394809999999,Wooster,OH,44691,(330) 264-1014,https://www.pinetreebarn.com/,https://maps.google.com/?cid=18406055565291297285,,,
Dotterer Farm Land Ltd,farm,"10052 Easton Rd, Rittman, OH 44270, USA",40.94745349999999,-81.7952,Rittman,OH,44270,(330) 925-8567,,https://maps.google.com/?cid=10062417751171950568,,,
Clear Creek Valley Farm,farm,"4293 Clear Creek Valley Rd, Wooster, OH 44691, USA",40.8525205,-81.9739786,Wooster,OH,44691,(330) 621-4596,http://clearcreekvalleyfarm.com/,https://maps.google.com/?cid=18213762479983729518,,,
Selah Farms,farm,"3287 Apple Creek Rd, Smithville, OH 44677, USA",40.84195799999999,-81.837414,Smithville,OH,44677,(330) 465-7011,http://www.selahfarmsohio.com/,https://maps.google.com/?cid=13621052278847885104,,,
Belted Oak Ranch,farm,"5390 E Easton Rd, Creston, OH 44217, USA",40.947994,-81.869019,Creston,OH,44217,(330) 465-8368,https://www.beltedoakranch.com/,https://maps.google.com/?cid=14272379608114454991,,,
Steffen Farm,farm,"12892 Western Rd, Apple Creek, OH 44606, USA",40.7237271,-81.75152659999999,Apple Creek,OH,44606,(330) 857-1005,,https://maps.google.com/?cid=8932849765278480282,,,
Max Acker Farm,farm,"3896 Maple Grove Rd, Wooster, OH 44691, USA",40.75301899999999,-82.047127,Wooster,OH,44691,(330) 264-8175,,https://maps.google.com/?cid=8141795467346524513,,,
L & R Dairy Farm,farm,"12599 Fulton Rd, Marshallville, OH 44645, USA",40.899016,-81.751999,Marshallville,OH,44645,(330) 855-3571,,https://maps.google.com/?cid=4742200847698659998,,,
Forgotten Thyme Farm,farm,"5969 Mud Lake Rd, Seville, OH 44273, USA",41.0043825,-81.9043998,Seville,OH,44273,(330) 769-0144,https://www.forgottenthymefarm.com/,https://maps.google.com/?cid=12226234082134272416,,,
Red Run Bison Farm,farm,"9143 Coal Bank Rd, Marshallville, OH 44645, USA",40.9110522,-81.7049879,Marshallville,OH,44645,(330) 472-2216,http://www.redrunbison.com/,https://maps.google.com/?cid=5397822770226052723,,,
Stoney Meadow Farm,farm,"5051 Oil City Rd, Wooster, OH 44691, USA",40.7379786,-81.90876349999999,Wooster,OH,44691,(330) 262-6545,http://www.stoneymeadowfarmohio.com/contact.html,https://maps.google.com/?cid=16943314685439939919,,,
Badger's Pumpkin Farm,farm,"9122 Elyria Rd, West Salem, OH 44287, USA",40.90979960000001,-82.10935599999999,West Salem,OH,44287,(330) 466-2432,,https://maps.google.com/?cid=10092848663643199601,,,
Tmar Farms LLC,farm,"12621 Shreve Rd, Big Prairie, OH 44611, USA",40.6719099,-82.077091,Big Prairie,OH,44611,(330) 641-9121,,https://maps.google.com/?cid=14875164949058972688,,,
Spring Run Farms,farm,"5729 Brown Rd, Shreve, OH 44676, USA",40.68590499999999,-82.038285,Shreve,OH,44676,(330) 567-3486,,https://maps.google.com/?cid=17718387993698803182,,,
Oak Hollow Farm - Miniature Horses,farm,"807 W Hutton Rd, Wooster, OH 44691, USA",40.8820002,-81.95957059999999,Wooster,OH,44691,(330) 466-0410,https://www.oakhollowfarmminiatures.com/contact-us,https://maps.google.com/?cid=11224435537766034041,,,
Hummingbird Hill Flower Farm,farm,"10055 S Funk Rd, Shreve, OH 44676, USA",40.6775559,-82.0828877,Shreve,OH,44676,(614) 425-5480,http://www.hummingbirdhillflowerfarm.com/,https://maps.google.com/?cid=2817905406166905516,,,
Troyer Farms,farm,"9505 Criswell Rd, Fredericksburg, OH 44627, USA",40.6839072,-81.8178396,Fredericksburg,OH,44627,,,https://maps.google.com/?cid=1985557734955087273,,,
Petals Flower Farm,farm,"1313 S Firestone Rd, Wooster, OH 44691, USA",40.78485749999999,-82.06229239999999,Wooster,OH,44691,(330) 621-4277,http://www.petalsflowerfarm.shop/,https://maps.google.com/?cid=7755553476927795643,,,
Walsh Farms Fall Family Fun,farm,"18723 Grill Rd, Doylestown, OH 44230, USA",40.9691115,-81.6550899,Doylestown,OH,44230,(330) 658-6125,https://www.facebook.com/pages/Walsh-Farms/283277178453359,https://maps.google.com/?cid=6376343355230891981,,,
Venture Heritage Farm,farm,"13777 Arnold Rd, Dalton, OH 44618, USA",40.77989589999999,-81.7359786,Dalton,OH,44618,,http://www.ventureheritagefarm.com/,https://maps.google.com/?cid=2450824144243244870,,,
Ro-La-Sue Dairy Farms,farm,"6601 McKee Rd, Wooster, OH 44691, USA",40.75787499999999,-82.0546339,Wooster,OH,44691,(330) 264-4980,,https://maps.google.com/?cid=120540961997831541,,,
Ramsier's Willow Spring Farm,farm,"2477 Eastern Rd, Rittman, OH 44270, USA",40.991058,-81.77979789999999,Rittman,OH,44270,(330) 925-1248,,https://maps.google.com/?cid=16170100753540401525,,,
Kaufman Family Farm,farm,"9345 River Styx Rd, Wadsworth, OH 44281, USA",41.01898800000001,-81.7897019,Wadsworth,OH,44281,(330) 472-4087,http://www.kaufmanfamilyfarm.com/,https://maps.google.com/?cid=12883082450305490921,,,
Willow Brook Dairy,farm,"6860 Snoddy Rd, Shreve, OH 44676, USA",40.7161653,-82.1233723,Shreve,OH,44676,,,https://maps.google.com/?cid=10365549233789465473,,,
The Shepherd's Market,farm,"13306 Co Rd 100, Big Prairie, OH 44611, USA",40.6650549,-82.09712329999999,Big Prairie,OH,44611,(330) 390-4783,http://shepherdsmarket.biz/,https://maps.google.com/?cid=17831861594000597296,,,
Blue Barn Winery (seasonal winery),farm,"4407 S Columbus Rd, Wooster, OH 44691, USA",40.745993,-82.0155516,Wooster,OH,44691,(330) 575-1028,http://www.bluebarnwinery.com/,https://maps.google.com/?cid=9826239636124593563,,,
Mill Stone Acres,farm,"3878 Bates Rd, Wooster, OH 44691, USA",40.846949,-82.07755399999999,Wooster,OH,44691,(330) 201-7796,,https://maps.google.com/?cid=2694027523389482109,,,
F.H.J. Farms/ Hershey Family Drive Through Christmas Display,farm,"10426 W Smithville Western Rd, Wooster, OH 44691, USA",40.85732160000001,-82.1117041,Wooster,OH,44691,,,https://maps.google.com/?cid=17446371283443694419,,,
Bislich Family Farm,farm,"8211 Greenwich Rd, Lodi, OH 44254, USA",41.0268387,-81.9860837,Lodi,OH,44254,(330) 948-3178,,https://maps.google.com/?cid=8460360578141626305,,,
Bristol Dairy,farm,"0200003000, Marshallville, OH 44645, USA",40.8857922,-81.7058898,Marshallville,OH,44645,,,https://maps.google.com/?cid=4598306598503842121,,,
pOpshelf,store,"4369 Burbank Rd, Wooster, OH 44691, USA",40.8526913,-81.9466916,Wooster,OH,44691,(234) 249-1410,https://www.popshelf.com/store/30425,https://maps.google.com/?cid=4357051920614129699,,,
Everything Surplus,store,"1981 Portage Rd, Wooster, OH 44691, USA",40.8274751,-81.91087309999999,Wooster,OH,44691,(330) 264-8776,,https://maps.google.com/?cid=6322415163128073432,,,
Wayne Towne Plaza,store,"3883 Burbank Rd, Wooster, OH 44691, USA",40.8480727,-81.9433699,Wooster,OH,44691,(330) 345-7493,,https://maps.google.com/?cid=928776306154139330,,,
The Clothing Warehouse,store,"Portage Square Shopping Center, 1981 Portage Rd, Wooster, OH 44691, USA",40.82769009999999,-81.9113064,Wooster,OH,44691,(330) 264-8776,http://www.clothingwarehousewooster.com/,https://maps.google.com/?cid=6121831400390783415,,,
Blue Spruce Boutique,store,"116 E Liberty St, Wooster, OH 44691, USA",40.7984187,-81.9395651,Wooster,OH,44691,(330) 601-0100,https://www.bluespruce.boutique/,https://maps.google.com/?cid=17259330395958695432,,,
